Gravité	Code	Description	Projet	Fichier	Ligne	État de la suppression
Avertissement		parameter 'mac_address' is unused [misc-unused-parameters]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		namespace 'net' starts here	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		namespace 'qolsr' not terminated with a closing comment [google-readability-namespace-comments]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		namespace 'Qolyester' not terminated with a closing comment [google-readability-namespace-comments]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		parameter 'local_address' is unused [misc-unused-parameters]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		parameter 'mac_address' is unused [misc-unused-parameters]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		non-const reference parameter 'willingness', make it const or use a pointer [google-runtime-references]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		parameter 'mids' is unused [misc-unused-parameters]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		namespace 'net' not terminated with a closing comment [llvm-namespace-comment]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		parameter 'remote_address' is unused [misc-unused-parameters]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		namespace 'Qolyester' starts here	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		namespace 'net' not terminated with a closing comment [llvm-namespace-comment]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		non-const reference parameter 'sent_packets', make it const or use a pointer [google-runtime-references]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		namespace 'qolsr' not terminated with a closing comment [google-readability-namespace-comments]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		namespace 'net' not terminated with a closing comment [google-readability-namespace-comments]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		namespace 'qolsr' starts here	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		namespace 'net' not terminated with a closing comment [google-readability-namespace-comments]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		parameter 'mac_address' is unused [misc-unused-parameters]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		namespace 'net' starts here	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		non-const reference parameter 'mids', make it const or use a pointer [google-runtime-references]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		parameter 'mac_address' is unused [misc-unused-parameters]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		namespace 'Qolyester' starts here	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		namespace 'net' starts here	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		namespace 'qolsr' not terminated with a closing comment [llvm-namespace-comment]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		namespace 'Qolyester' starts here	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		namespace 'qolsr' not terminated with a closing comment [llvm-namespace-comment]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		namespace 'net' starts here	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		namespace 'Qolyester' not terminated with a closing comment [llvm-namespace-comment]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		namespace 'Qolyester' not terminated with a closing comment [llvm-namespace-comment]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		namespace 'qolsr' starts here	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		namespace 'Qolyester' starts here	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		parameter 'address_dst' is unused [misc-unused-parameters]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		header guard does not follow preferred style [llvm-header-guard]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		non-const reference parameter 'pending', make it const or use a pointer [google-runtime-references]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		parameter 'main_address' is unused [misc-unused-parameters]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		namespace 'Qolyester' not terminated with a closing comment [google-readability-namespace-comments]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		namespace 'Qolyester' starts here	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		parameter 'name' is unused [misc-unused-parameters]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		parameter 'interface' is unused [misc-unused-parameters]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		namespace 'Qolyester' starts here	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		namespace 'Qolyester' not terminated with a closing comment [google-readability-namespace-comments]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		namespace 'qolsr' starts here	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		parameter 'remote_address' is unused [misc-unused-parameters]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		non-const reference parameter 'sent_packets', make it const or use a pointer [google-runtime-references]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		namespace 'Qolyester' starts here	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		namespace 'net' not terminated with a closing comment [llvm-namespace-comment]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		all parameters should be named in a function [readability-named-parameter]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		non-const reference parameter 'width', make it const or use a pointer [google-runtime-references]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		namespace 'net' starts here	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		namespace 'net' starts here	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		namespace 'qolsr' starts here	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		parameter 'ap_address' is unused [misc-unused-parameters]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		non-const reference parameter 'last_seen', make it const or use a pointer [google-runtime-references]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		namespace 'qolsr' starts here	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		namespace 'Qolyester' starts here	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		non-const reference parameter 'vlan_routing_table_base', make it const or use a pointer [google-runtime-references]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		namespace 'net' not terminated with a closing comment [llvm-namespace-comment]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		parameter 'network' is unused [misc-unused-parameters]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		parameter 'interface_addresses' is unused [misc-unused-parameters]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
